1.wav|ŋu lɔ-hɔ-ɦəʔ , noŋ-ɲi ?
469.wav|dɑ̃=ʦʰu=bɑ=kʷəʔ .
47.wav|noŋ ɕiɔ=təʔ ɦi sɑ-zəŋ-kʷɑ̃1 we=le vɐʔ ?
470.wav|kɤ-liɔ kɤ-liɔ .
471.wav|'ne iɔ1=ʦʰɪʔ ti=sɑ lɔ=ʦy ?
472.wav|ɑ1-'lɑ vɐʔ=ʦʰɪʔ ʦy=gəʔ .
473.wav|le=pɪɲ1 se1=si=sɑ̃ .
474.wav|ʦz-zəʔ ʦʰɪʔ sɑ ?
475.wav|ve
476.wav|mø=dɤ
477.wav|mi diɔ
478.wav|lã mi
479.wav|ciɔ=ʦz
48.wav|noŋ zz=siɔ mɪɲ=te=vɐʔ ?
480.wav|pɔ1=ʦz
481.wav|ɑ1-'lɑ iɔ1 se1=uø ve .
482.wav|ɦe-iɔ1 bɪʔ-ɦəʔ vɐʔ ?
483.wav|ɦi=le=gəʔ sɑ̃1=ti , ɦiɪʔ=zɔ ɦiɪʔ-du .
484.wav|zɑ̃=he gəʔ ʦəŋ1-dɑ kʷɑ̃-zã lɔ-dɑ gəʔ .
485.wav|li=pɑ=tʰi1 ɑ1-'lɑ cʰi tɤ1=tɤ1 .
486.wav|kʰu=i mɑ=ti məʔ-ʦz .
487.wav|noŋ siã mɑ sɑ ?
488.wav|i1=zɑ̃
489.wav|ɟyɪɲ=ʦz
49.wav|zz-ku , ŋu zz-ku , noŋ zz ?
490.wav|kʰu=ʦz
491.wav|ne-i1
492.wav|mɐʔ=ʦz
493.wav|si1=ʦɑ̃
494.wav|
495.wav|pe-sɪɲ1
496.wav|ʦʰəŋ=se1
497.wav|ŋɑ=tʰɔ
498.wav|ɲiɤ-ʦe1=i1
499.wav|noŋ ʦʰø1 sɑ ʦʰɐʔ=ʦʰəŋ gəʔ ?
5.wav|ze me-hɔ , ziɑ=ziɑ=noŋ .
50.wav|ŋu zz ɦi gəʔ doŋ-ɦoʔ ly=kɑ̃ .
500.wav|noŋ hʷø=ɕi sɑ ŋe=səʔ=gəʔ ?
501.wav|gəʔ=ɟi i1=zɑ̃ noŋ ʦʰø1 'ləʔ lɔ=hɔ kʰø1-ku .
502.wav|ŋu vɐʔ hʷø=ɕi gəʔ ʦəʔ1 ŋe=səʔ .
503.wav|ŋu iɔ1=ɟi həʔ=ŋe=səʔ gəʔ .
504.wav|noŋ ʦʰø1 'ləʔ sz=sz=kʰø1 .
505.wav|ŋu pɑ̃ ɲy-bã-ɦiɤ mɑ=ɟi i1=zɑ̃ .
506.wav|cɪɲ1=ɲi ʦø ly-ɦɪɲ gəʔ=ʦoŋ ɦiã=ʦz pɑ̃=ŋe=səʔ 'ləʔ .
507.wav|ʦʰø1=zɑ̃-cʰi lɔ zz=mɔ , lɔ=hɔ kʰø1-ku .
508.wav|sz=i1=ci liɔ-liɔ ɑ1-li tɪʔ ?
509.wav|ŋu zy iɔ1-ɦəʔ ɟi 'ləʔ .
51.wav|cy-'nyã cy-'nyã .
510.wav|noŋ siã mɑ=ɦɑ ʦz=vɐʔ ?
511.wav|ɑ1-'lɑ ti li ɦiɤ lɔ=tu1 mɪɲ=bɑ bi=ɦɑ .
512.wav|noŋ ʦʰø1 sɑ ʦʰɐʔ=ʦʰəŋ gəʔ ɦɑ=ʦz ?
513.wav|bi=ɦɑ
514.wav|pu=ɦɑ
515.wav|ɦɪɲ=doŋ ɦɑ
516.wav|gəʔ=sɑ̃ ɦɑ=ʦz zz mɪɲ=bɑ .
517.wav|ŋu kʰu=i sz=sz=kʰø1 vɐʔ ?
518.wav|gəʔ ɦɑ=ʦz tʰɑ cɪɲ-liɔ .
519.wav|noŋ kʰø1-ku sɑ̃ ɦɑ=ʦz le=se1 vɐʔ ?
52.wav|li=lɪʔ cɪɲ=zã=kɑ̃ tɔ noŋ-ku .
520.wav| mo=gəʔ , zy iɔ-ɦəʔ1 sɑ̃ .
521.wav|siɔ-ʦiɑ , noŋ mɑ ho-ʦɑ̃ pʰɪɲ=vɐʔ ?
522.wav|ŋu siã mɑ bɪɲ ɕiã1=sz .
523.wav|ku-zz fɐʔ=kʷəʔ ʦø hɔ-ku ɕiã1=sz .
524.wav|mi-dɔ lɔ uəŋ=ɕɪɲ1 gəʔ .
525.wav|ŋu ʦe kʰø1=kʰø1 bɪʔ-ɦəʔ pʰɪɲ=bɑ .
526.wav|ɑ1-'lɑ ɦiɤ lɔ=tu1 pʰɪɲ=bɑ po=noŋ si=zəʔ .
527.wav|məŋ-ʦɔ1 zz ŋu ɲy-bã-ɦiɤ gəʔ sã1-ɲiɪʔ .
528.wav|ŋu siã mɑ ʦɐʔ uɑ1=uɑ1 soŋ po ɦi .
529.wav|gəʔ=məʔ zy mɑ " pɑ1=fi1 pɔ=pɔ " soŋ po ɦi .
53.wav|ŋu le ʦu=ʦəʔ zz=ŋu ciɑ-zɔ .
530.wav|" pɑ1=fi1 pɔ=pɔ " zz ʦz-nəŋ uɑ1=uɑ1 , we=tɪʔ=kɑ̃ , we tɪʔ siɔ , we tɪʔ iɔ1 cʰɪʔ-ɦəʔ .
531.wav|cʰɪʔ=lɪʔ 'ləʔ ɦe-we tɪʔ kʰʷəŋ-kɔ .
532.wav|ɦiɤ kɐʔ hɔ=bɐʔ=siã1 vɐʔ ?
533.wav|ɦiɤ-ku , siɔ=ku1=ɲiã ze hʷø=ɕi gəʔ .
534.wav|pɑ̃ ɦi mɑ ʦɐʔ sɤ=piɔ hɔ=vɐʔ ?
535.wav|ku-zz ʦø ly-ɦɪɲ gəʔ ʦʰɔ1 ke-ɲi piɔ .
536.wav|vɐʔ ku=vɐʔ zəʔ=ɦioŋ .
537.wav|ʦʰɪɲ=vəŋ , sy1=iɔ1 sɑ vɐʔ ?
538.wav|ŋu iɔ1 mɑ-te .
539.wav|kʰu=i tã ʦəʔ=dɤ vɐʔ ?
54.wav|ŋu tʰəʔ li=lɪʔ zz doŋ=pe1 doŋ-ɦoʔ .
540.wav|ɐʔ1-lɐʔ-ɦəʔ sɑ̃1=pʰɪɲ ze zz y=we=kɑ .
541.wav|kʰu=i bi=ɲi ti=vɐʔ ?
542.wav|ɑ1-'lɑ si1 mɑ-te hɔ 'ləʔ .
543.wav|ɟyɪɲ=ʦz , zəŋ-mɪɲ-bi  kʰʷe , ɦɑ=ʦz , zəŋ-mɪɲ-bi  kʰʷe .
544.wav|ɪʔ-goŋ1 zəŋ-mɪɲ-bi  kʰʷe .
545.wav|gəʔ tʰəʔ ɟy 'ləʔ .
546.wav|nəŋ-ʦe bi=ɲi ti=vɐʔ ?
547.wav|hɔ-ku , ʦe po noŋ tã ʦəʔ1  ʦəʔ .
548.wav|tã=hɔ  ʦəʔ=zz zəŋ-mɪɲ-bi  kʰʷe  koʔ .
549.wav|zy=sø zəŋ-mɪɲ-bi  kʰʷe hɔ 'ləʔ .
55.wav|ɑ1-'lɑ zz hɔ=bã=ɦiɤ , ŋu cɪɲ1=ɲi  sø .
550.wav|ʦʰɪɲ=tɔ sɤ1=ɲɪɲ de fu ʦʰɔ=pʰiɔ .
551.wav|sɤ1=ɲɪɲ de liɔ-liɔ ɑ1-li tɪʔ ?
552.wav|noŋ fu=ɦi cɪɲ1 ɦe-zz lɑ=kʰɑ ?
553.wav|ŋu fu=ɦi cɪɲ1 .
554.wav|po=noŋ , ku-zz zəŋ-mɪɲ-bi  kʰʷe .
555.wav|ku-zz ŋu po noŋ-ku ʦʰɔ=pʰiɔ .
556.wav|ku-zz sɤ1=cy1 , sɤ1 hɔ .
557.wav|cɪɲ1=ʦɔ1 vɐʔ ɕiɔ=təʔ fɑ̃ sɑ di=ɪɲ ?
558.wav|ɑ1-'lɑ cʰi-kʰø1 di=ɪɲ hɔ=vɐʔ 
559.wav|vɐʔ ɕiɔ=təʔ zz kʷəʔ=ʦʰe=pʰi ɦe-zz ʦɪɲ=kʰɤ=pʰi .
56.wav|ŋu zz  ɲi  ŋəʔ  ɦɔ=sã=gəʔ .
560.wav|hɔ=ziã zz kʰoŋ=pu=pʰi < wu-ɦiɑ ɕioŋ1=lɪɲ > .
561.wav|hɔ-ku , kʰəŋ=dɪɲ lɔ ɦiɤ-cɪɲ gəʔ .
562.wav|ŋu lɔ tʰɔ-i kʰoŋ=pu=pʰi gəʔ , tʰəʔ=cɪɲ ʦã 'ləʔ .
563.wav|ŋu-we zz liɔ-liɔ oʔ=li kʰø1=kʰø1 di=zz , zɑ̃ zɑ̃=mɑ̃ sø='ləʔ .
564.wav|di=zz=məʔ sɑ hɔ ʦɪʔ=moʔ kʰø1-ku .
565.wav|fɑ̃=kɐʔ ɕy-tu1 kʷɑ̃=kɔ , ve=səʔ tʰəʔ-liɔ .
566.wav|ŋu kʰø1 tʰi=ɦioʔ bɪɲ=dɔ   le=ɟy=se .
567.wav|ŋu hʷø=ɕi tʰi=ɦioʔ pi-se .
568.wav|ŋu ci=zz 'me-ku li=pɑ bo liã=tʰɑ̃1 se1 .
569.wav|ŋu 'me=tʰi1 ci=zz zəŋ=li  ɦiɑ=li se=bu .
57.wav|noŋ cɪɲ1=ɲi ci=sø ɑ ?
570.wav|noŋ ʦø hʷø=ɕi sɑ wəʔ=doŋ ?
571.wav|ŋu hʷø=ɕi ʦɤ ziã=ɟi .
572.wav|ɑ hʷø=ɕi kʰø1=kʰø1 sz  kʰø1=kʰø1 pɔ .
573.wav|hʷø=ɕi kʰø1 ɲɪɲ-vəʔ zø=ci .
574.wav|ŋu gəʔ e=hɔ lɔ tu1-ku  ɦiɤ=ioŋ  tã=ɟy .
575.wav|ŋu hʷø=ɕi foŋ1=fu tu1=ʦʰe gəʔ sã1=wəʔ .
576.wav|noŋ nɑ-nəŋ ɦe=məʔ tɔ ?
577.wav|ɦi=le tu-ʦʰo .
578.wav|noŋ tɔ sɑ=di=fɑ̃ 'ləʔ ?
579.wav|ŋu tɔ toŋ=fɑ̃=lu 'ləʔ .
58.wav|noŋ-səŋ1 ɲiɪʔ ɑ li ɪʔ=tʰi1 ɑ ?
580.wav|nəŋ=ʦəŋ zz tɔ vɐʔ ?
581.wav|ɦo-tʰɑ̃1 ʦe-cʰi zɑ̃=he hu-ʦʰo ze ʦø=hɔ zy=zz ʦʰəŋ-di-tʰɪʔ .
582.wav|hu ʦʰo-pʰiɔ mɑ tɔ-liɔ vɐʔ ?
583.wav|mɑ tɔ-liɔ   ʦʰz tʰəʔ=kʰʷɑ .
584.wav|ci=ti ʦoŋ=tɔ zɑ̃=he 
585.wav|məŋ-ʦɔ1 ʦɔ=lɑ̃ siã1  ti  fəŋ-tɔ1 .
586.wav|pʰiɔ=ʦz tu1=sɔ ʦʰɔ=pʰiɔ 
587.wav|le we=pʰiɔ tu1=sɔ ʦʰɔ=pʰiɔ 
588.wav|ʦz1 sɪɲ ɪʔ-ɕiɑ fi=ci1=gəʔ zɪɲ-hʷɑ̃ .
589.wav|ɦɑ̃=pe1  pʰiɔ=kɑ  zəŋ-kʷɑ̃1 lɔ sɑ .
59.wav|noŋ hʷø=ɕi zɑ̃=he vɐʔ ?
590.wav|ʦʰɪɲ=vəŋ zz mɪɲ=ɦɑ̃ zɤ=pʰiɔ=ʦʰz vɐʔ ?
591.wav|ŋu siã=tɪɲ ɪʔ=ʦã  ɦɔ=tɔ zɑ̃=he gəʔ ci=pʰiɔ1 .
592.wav|noŋ sy1=iɔ1 sɑ zəŋ-kʷɑ̃1 gəʔ ?
593.wav|iɔ1=ɪʔ ʦã ɦiɑ=li siã1=gəʔ ɦɑ̃=pe1 gəʔ  kʰu=i tã te lɑ .
594.wav|kʰu=i gəʔ  te-zəŋ pʰiɔ ɦe-zz le we=pʰiɔ ?
595.wav|le we=pʰiɔ  ʦʰɪɲ=ɲiɔ pʰiɔ=ʦz soŋ=tɔ koŋ1=sz1 le .
596.wav|he ! ʦʰɑ1=dɤ .
597.wav|noŋ tɔ ɑ1-li tɪʔ ?
598.wav|ŋu cʰi ci1-zã .
599.wav|ʦʰɪɲ zɑ̃-ʦʰo  ɲiɔ=ɦã li po 'ləʔ ɦɤ be=siã1 .
6.wav|oʔ=li siã1=ɲɪɲ hɔ=vɐʔ 
60.wav|noŋ ciɐʔ-təʔ gəʔ tɪʔ nɑ-nəŋ ?
600.wav|zoŋ=gəʔ tɪʔ tɔ ci1-zã ɦiɤ=tu1=sɔ koŋ1=li ?
601.wav|dɑ-ke  koŋ=li1 .
602.wav|ʦʰo-fi tu1=sɔ ?
603.wav|'me koŋ1=li zəŋ-mɪɲ-bi  kʰʷe  koʔ  ci=kɑ=cʰi we tɪʔ tã fɐʔ=pʰiɔ gəʔ .
604.wav|lu=lɑ̃ siã1 tu-ʦʰo vɐʔ ?
605.wav|we tɪʔ tu=gəʔ , vɐʔ=ku  fəŋ-ʦoŋ1 kʰu=i tɔ ci-zã1 'ləʔ .
606.wav|po=noŋ  kʰʷe .
607.wav|ʦʰɪɲ=vəŋ cʰi-sz ci=koŋ1=ɦiø nɑ-nəŋ ʦɤ 
608.wav|zoŋ=gəʔ tɪʔ ʦʰəŋ ho1=moʔ  lu koŋ1-ciɔ1 cy zəʔ=ʦɪʔ tɔ sz=ci koŋ1=ɦiø .
609.wav|koŋ1-ciɔ1 cy=we tɪʔ ʦi=vɐʔ ?
61.wav|loŋ zz le koŋ1=ʦoʔ gəʔ=vɐʔ ?
610.wav|zɑ̃-ɦo=pe1 kɔ1 foŋ gəʔ zəŋ-kʷɑ̃1 pi-ciɔ ʦi .
611.wav|ku mo-lu ʦʰɪɲ ʦɤ ɲɪɲ=ɦã=wã-dɔ=si .
612.wav|ku=kɑ1 tʰi1=ɟiɔ .
613.wav|ku=kɑ1 tʰoŋ1=dɔ .
614.wav|ʦz=i ciɔ1=tʰoŋ1=ø1=zi .
615.wav|ŋu siã ɲiɔ=ti ʦʰɔ=pʰiɔ .
616.wav|ʦʰɪɲ=tɔ zz=doŋ ʦʰy=kʰʷø ci1 .
617.wav|vɐʔ le=se1  ŋu ɦe-iɔ1 diɔ=ti lɪɲ ʦʰɔ=pʰiɔ .
618.wav|ʦʰɪɲ=sz mɪʔ=mo .
619.wav|noŋ=iɔ1 ɲiɔ tu1=sɔ ʦʰɔ=pʰiɔ .
62.wav|vɐʔ zz-ku , zz le du-kɑ gəʔ .
620.wav|ŋu ɲiɔ  kʰʷe ʦəŋ-ku .
621.wav|ɦe-ɦiɤ   kʰʷe=dɤ  ʦã   kʰʷe=dɤ  ʦã .
622.wav|ŋu siã=zəŋ ʦʰɔ=pʰiɔ .
623.wav|ʦʰɪɲ=noŋ di1 hɔ-ku ʦã piɔ=kɐʔ .
624.wav|səŋ1-vəŋ1 ʦəŋ=po ŋu .
625.wav|ʦʰɪɲ məŋ-noŋ zəŋ tu1=sɔ ʦʰɔ=pʰiɔ .
626.wav|ŋu zəŋ  kʰʷe .
627.wav|ʦʰɪɲ=sz loʔ=we mɪʔ=mo .
628.wav|ʦʰɪɲ=noŋ ci=lɔ mɪʔ=mo .
629.wav|ku-zz noŋ-ku zəŋ-ʦəʔ .
63.wav|noŋ ɦi le tɔ ɑ li təʔ-cʰi ɑ ?
630.wav|ʦʰɪɲ=ɲiɔ hɔ noŋ-ku səŋ1-vəŋ1 ʦəŋ .
631.wav|ʦʰɪɲ=vəŋ zəŋ=kʰʷø li=sɪʔ tu1=sɔ ?
632.wav|zəŋ=kʰʷø ɦiɤ=dɪɲ , wəʔ=liã=ʦoŋ .
633.wav|'me=ʦoŋ li=sɪʔ ɑ1-vɐʔ ɪʔ=ɦiã .
634.wav|wəʔ-ɟi gəʔ ɪʔ=ɲi li=sɪʔ zz  .
635.wav|dɪɲ-ɟi gəʔ se1-ku ɦɔ=dɤ pɑ̃ ŋ-ɲi gəʔ li=sɪʔ ɑ vɐʔ ɪʔ=ɦiã .
636.wav|se1-ku ɦɔ=dɤ ɪʔ=ɲi li=sɪʔ zz  .
637.wav|ŋ-ɲi dɤ-ɦəʔ zz  .
638.wav|tɔ zəŋ-kʷɑ̃1 ɟy=tʰi gəʔ li=sɪʔ zz kəŋ1=cy1 zəŋ-mɪɲ=ɲɪɲ-ɦɑ̃ piɔ=ʦəŋ we=ʦəŋ gəʔ .
639.wav|ʦʰɪɲ=noŋ ʦəŋ1=cʰiɐʔ di1-siɑ pʰiɔ=cy1 .
64.wav|ŋu siã-cʰi zɪɲ=li=lɪʔ .
640.wav|ʦəŋ1=cʰiɐʔ sz=ɦioŋ ʦoŋ1=vəŋ dɑ-siɑ su=zz
641.wav|ɪʔ
642.wav|r
643.wav|
644.wav|sz
645.wav|ŋ
646.wav|loʔ
647.wav|ʦʰɪʔ
648.wav|pɐʔ
649.wav|cy
65.wav|ŋu siã pɑ̃ ɦi ɪʔ=dɔ cʰi-sz ci=koŋ1=ɦiø .
650.wav|zəʔ
651.wav|pɐʔ
652.wav|ʦʰi1
653.wav|ve
654.wav|ɦiø
655.wav|lɪɲ
656.wav|fəŋ1
657.wav|koʔ
658.wav|ʦəŋ
659.wav|ʦʰɪɲ ʦəŋ1=cʰiɐʔ siɑ hɔ=pʰiɔ cy1=gəʔ zəʔ-ɟi .
66.wav|hɔ-ku iɑ , məŋ-ʦɔ1 ɑ1-'lɑ ɪʔ=dɔ cʰi .
660.wav|pi-zz ciã   ŋəʔ  ɦɔ  ɪɲ=ke siɑ=zəŋ lɪɲ r ŋəʔ ɪʔ=zəʔ  ɦɔ .
661.wav| ŋəʔ  ɦɔ  ɪɲ=ke siɑ=zəŋ lɪɲ=cy ŋəʔ r zəʔ ŋ=ɦɔ .
662.wav|ɦioŋ pɪʔ=gəʔ kʷe=dɪɲ :
663.wav|di1-siɑ pʰiɔ=cy1 ɪɲ=ke ɦioŋ kɑ̃=pɪʔ wəʔ=ʦe tʰe=su pɪʔ .
664.wav|ŋu siã ci ʦəʔ1 tʰəʔ=kʰʷɑ ʦø=di .
665.wav|ci ku-zz sɑ ?
666.wav|ɪʔ=pəŋ ɪɲ1=hø zz=ti .
667.wav|ɦiɤ-fi tu1=sɔ ʦʰɔ=pʰiɔ ?
668.wav|si1 ɲiã ŋu ʦʰəŋ=ʦʰəŋ zoŋ=liã .
669.wav|ɦiɤ-fi ɪʔ-goŋ1  kʰʷe .
67.wav|ɑ1-'lɑ liɔ-liɔ sɑ=di=fɑ̃ zɪʔ-ɦəʔ ɑ ?
670.wav|iɔ1 tʰɪʔ ɦiɤ=pʰiɔ vɐʔ ?
671.wav|vɐʔ sy1=iɔ1 gəʔ  ɦi=le ɦioŋ di=nɔ tã=ɪɲ gəʔ ɦiɤ-fi i=fu .
672.wav|ŋu mɑ ci=ʦã ɦiɤ=pʰiɔ .
673.wav|ŋu siã ci foŋ1=ko ɦɔ=səŋ .
674.wav|gəʔ foŋ1=səŋ ʦʰɔ1=zoŋ 'ləʔ .
675.wav|di=ʦz di1=ʦʰɪɲ1=sɑ̃1 .
676.wav|ʦʰɪɲ=noŋ di1-hɔ ɦiɤ=ʦəŋ pi=mo .
677.wav|ci tɔ poʔ-cɪɲ1 iɔ1 tu1=sɔ zəŋ-kʷɑ̃1 ?
678.wav|dɑ-ke ɪʔ-ku=li=pɑ .
679.wav|i-sã1  ŋu=kɐʔ liã=tʰi1 lɔ=vɐʔ səʔ=ɲi=gəʔ .
68.wav|məŋ-ʦɔ1 ʦɔ=lɑ̃ siã1  ti=ʦoŋ ,  liɔ-liɔ zəʔ-dɑ̃ məŋ=kʰɤ=dɤ .
680.wav|noŋ kʰəʔ-sɤ vɐʔ  ly=bɪʔ=tʰi vɐʔ ?
681.wav|noŋ fɐʔ=ɦø=ɲiɪʔ vɐʔ  ɑ1-li tɪʔ ne=ku 
682.wav|liã liã=tʰi=uəŋ .
683.wav|liã=liã ɕyɪʔ=ɐʔ .
684.wav|noŋ təʔ=ku fi=ɦi vɐʔ ?
685.wav|ʦø=hɔ pʰɐʔ=ʦã  kʷã1=pʰi .
686.wav|noŋ fɐʔ=ɦø=ɲiɪʔ 'ləʔ .
687.wav|iɔ1 ʦu ʦɪɲ ɪʔ=bu gəʔ ci-zo .
688.wav|iɔ1 ʦu ʦʰɤ1=ɕyɪʔ ho-ɲi .
689.wav|noŋ zz bɪɲ-doʔ=sɪɲ kø-mɔ .
69.wav|noŋ pɑ̃ ɦi kɑ̃ ɪʔ-sã , hɔ=vɐʔ ?
690.wav|ɲi=zoŋ vɐʔ ?
691.wav|vɐʔ ɲi=zoŋ  ŋu pɑ̃=noŋ kʰe=ti ɦiɐʔ .
692.wav|we-cʰi iɔ1 ɟɪʔ zz ʦʰɪʔ=ɦiɐʔ .
693.wav|noŋ zy-we tɪʔ lɔ=kʰʷɑ hɔ-ku .
694.wav|noŋ-ku mɔ=bɪɲ nɑ-nəŋ 'ləʔ ?
695.wav|ŋu=dɤ lɔ=ɦɪɲ=gəʔ .
696.wav|wəŋ=səŋ1 məʔ lɪʔ=cʰi .
697.wav|məʔ we=kʰɤ  sɑ ɑ vɐʔ siã=ʦʰɪʔ .
698.wav|ɲiã ŋu ci-zo ci-zo .
699.wav|noŋ-ku ʦoŋ zɪɲ-hʷɑ̃ ɦiɤ ci=tʰi1 'ləʔ ?
7.wav|tʰəʔ bɪɲ=zã ɪʔ-ɦiã-ɦəʔ .
70.wav|hɔ-ku , ŋu ɪʔ=dɪɲ pɑ̃ ɦi kɑ̃ .
700.wav|noŋ ʦø=hɔ təŋ1 'ləʔ zɑ̃ lɑ̃=siã1 ɕy1-sɪʔ ɪʔ=liã=tʰi1 .
701.wav|tu1=ʦʰɪʔ=ti sɪɲ1=si gəʔ su1-ʦʰe pɑ̃ sz=ku
702.wav|ɕi1=mɑ̃ noŋ=ʦɔ ti=kʰɑ̃1 voʔ .
703.wav|gəʔ zz sɑ-məʔ-zz ?
704.wav|gəʔ zz pɪʔ=ci=pəŋ di=nɔ .
705.wav|gəʔ zz noŋ-ku pɪʔ=ci=pəŋ di=nɔ ?
706.wav|vəʔ zz-ku , zz ŋu r-ʦz gəʔ=pɪʔ ci=pəŋ di=nɔ .
707.wav|gəʔ ŋe=zz sɑ-ɲɪɲ=gəʔ kʷɑ̃1-bø ?
708.wav|gəʔ ŋe=zz ɐʔ1-lɐʔ-ɦəʔ kʷɑ̃1-bø .
709.wav|e1=mi ɪʔ=ŋe zz ɲɪɲ 'nɑ-ku kʷɑ̃1-bø ?
71.wav|ʦʰɪɲ=vəŋ , soŋ mɪɲ=liɔ 'ləʔ vɐʔ ?
710.wav|e1=mi gəʔ kʷɑ̃1-bø zz ɦi lɑ gəʔ .
711.wav|gəʔ de di=nɔ ɪʔ=zəʔ zz ɦi ɦioŋ-ɦəʔ vɐʔ ?
712.wav|məʔ ɔ , ɪʔ=zəʔ ŋu lɐʔ=ɦioŋ .
713.wav|gəʔ pəŋ=sz zz ŋu-ɦəʔ .
714.wav|e1=pəŋ=sz zz ɑ1-'lɑ r-ʦz gəʔ .
715.wav|məŋ=kʰɤ=dɤ ɦiɤ ku-ɲɪɲ .
716.wav|sz=kɑ kɔ1=dɤ ze=zz sz .
717.wav|mo-lu ziɑ=te=ku ɦiɤ-kɑ1 ɲɪɲ-ɦɑ̃ .
718.wav|ɦiɤ ɪʔ-kɑ1 ɲɪɲ-ɦɑ̃ lɐʔ=lɐʔ mo-lu ziɑ=te=ku .
719.wav|noŋ oʔ=li ɦiɤ di=nɔ sz=vɐʔ ?
72.wav|ɦi vɐʔ liɔ-liɔ , ɦi ʦʰəʔ-cʰi 'ləʔ .
720.wav|ɦiɤ-ku .
721.wav|ɦiɤ ci-ho ?
722.wav|ɦiɤ ciɔ1-kʷe .
723.wav|gəʔ pəŋ=sɪɲ1=sz noŋ=ɦiɤ vɐʔ ?
724.wav|gəʔ pəŋ=sz ŋu məʔ .
725.wav|noŋ zz vɐʔ zz ɦiɤ liã de di=nɔ ?
726.wav|gəʔ de siã1=ci1 zz vɐʔ zz noŋ-ku ?
727.wav|noŋ fɐʔ=pʰiɔ ɦiɤ-vəʔ-ɦiɤ ?
728.wav|ɦiɤ=zz ɦiɤ-ku , məʔ=tɑ le .
729.wav|noŋ=iɔ1 həʔ sɑ ɪɲ=liɔ ?
73.wav|ɦi cʰi ɑ1-li tɪʔ 'ləʔ ?
730.wav|ŋu iɔ1 ɪʔ=pe1 nɑ=zo .
731.wav|noŋ hʷø=ɕi cʰɪʔ=ti sɑ ?
732.wav|noŋ kʰu=i pəʔ ŋu ɪʔ=ti nɑ=ɦiɤ ŋ-ɕiã1=dɤ .
733.wav|noŋ hʷø=ɕi ɑ1-li ɪʔ=kʰʷe ? gəʔ=kʰʷe ɦe-zz e1=kʰʷe ?
734.wav|məʔ=kʷe=ɦi , zø=bi ɑ1-li ɪʔ=kʰʷe .
735.wav|ɦe-iɔ1 tu1=sɔ ?
736.wav|ɦe-iɔ1 ɪʔ=ŋe=ŋe .
737.wav|ɑ1-li ɪʔ ʦɐʔ1 noŋ hʷø=ɕi ɪʔ=ŋe ?
738.wav|ŋu ɪʔ ʦɐʔ1 ɦɑ vəʔ=iɔ1 .
739.wav|ŋu iɔ1 kɔ=ʦã si1-sã1 , li=si1-sã1 de=ɪʔ de .
74.wav|kʰu-nəŋ liɔ-liɔ tʰi=ɦioʔ=kʷø .
740.wav|ɦi lɑ liã we ɦi le lɔ mɑ̃ gəʔ , vəʔ=siã pɑ̃=noŋ de .
741.wav|noŋ siã cʰɪʔ=ti ti=sɪɲ1 vɐʔ ?
742.wav|noŋ zz=ku kɔ1=ɕɪɲ , zy=cʰɪʔ ɪʔ=ti vɐʔ .
743.wav|gəʔ-nəŋ-ɦəʔ so1-fɐʔ ŋu vəʔ=siã mɑ .
744.wav|gəʔ ʦɑ̃ zz=tʰi ɦi kɔ ŋu kɑ̃-ɦəʔ .
745.wav|e1 mi ti pɔ ʦz məʔ , noŋ kɔ ɦi soŋ təʔ-cʰi .
746.wav|ʦe hɔ ŋe=gəʔ , ziã gəʔ-nəŋ ɦiã=ʦz gəʔ , noŋ=iɔ1 vɐʔ ?
747.wav|noŋ ʦʰɔ=pʰiɔ wəʔ=ʦe sɪɲ-ɦioŋ=kʰɑ tɑ=le vɐʔ ?
748.wav|ŋu cʰi 'ne lɔ=wɑ̃ zɪɲ=təʔ le .
749.wav|ɦi 'ne gəʔ-nəŋ-kɑ ne ʦu-ku sã1=wəʔ gʷe pəʔ ŋu .
75.wav|ɑ1-'lɑ cʰi tʰi=ɦioʔ=kʷø kʰø1 ciɔ .
750.wav|ŋu ɲiɔ loʔ=sø1 ʦʰɑ̃=ze kʷe=zɑ̃ 'ləʔ .
751.wav|dɑ-ciɑ1 di=foŋ=sø1 ʦʰø1 ʦʰø1 .
752.wav|ɲiɔ sɔ=ʦɤ sɔ ɪʔ=sɔ di=lɑ̃=ɕiã .
753.wav|ɲiɔ kɑ=ʦz kɔ1 dɤ-ɦəʔ hʷe1=zəŋ kʰɑ1 ɪʔ kʰɑ1 .
754.wav|ɟy=zɐʔ=ʦz mɑ-kʷɑ̃1 'ləʔ .
755.wav|ɪʔ=kʰʷe=ɦiø de pu1=li kʰɔ1-se tʰəʔ-liɔ .
756.wav|de=ʦz ciɐʔ pəʔ ɦi ʦɑ̃ hɔ 'ləʔ .
757.wav|noŋ 'ne i1=zɑ̃  ɲiɪʔ=liã  ʦʰəʔ=le !
758.wav|i1=zɑ̃  ɲiɪʔ=liã  ʦʰəʔ-cʰi 'ləʔ .
759.wav|ŋu bɪɲ=zã sɪɲ1 təʔ=le təʔ=gəʔ ʦɔ .
76.wav|noŋ=ɦiɤ sɑ e=hɔ vɐʔ ?
760.wav|ŋu hʷø=ɕi kʰʷəŋ le=ciɐʔ .
761.wav|ŋu 'me=tʰi1 loʔ=ti=ʦoŋ cʰi=le .
